,order_year,customer_id,sales,profit
1254,2016,BP-11290,1273.6870000000001,-65.9636
995,2015,NC-18340,1273.6060000000002,326.2746
105,2014,CK-12325,1273.048,326.41360000000003
1656,2016,PO-18850,1272.87,-315.80139999999994
2193,2017,KM-16720,1271.1699999999998,364.6807
2131,2017,JG-15310,1270.606,26.741400000000013
2207,2017,LC-17140,1269.856,2.403200000000019
361,2014,MC-17605,1264.82,49.3765
2335,2017,PP-18955,1264.53,247.92900000000003
1202,2016,AM-10705,1264.14,207.2624
1991,2017,DK-13090,1258.446,400.99749999999995
766,2015,DV-13465,1257.82,101.8962
2060,2017,FM-14215,1253.3999999999999,-24.750500000000002
572,2014,TS-21370,1252.602,18.614
1965,2017,CV-12295,1252.5520000000001,277.6124
2299,2017,NG-18355,1249.056,86.49970000000002
1178,2016,AC-10450,1244.026,381.0287
1474,2016,JK-16120,1241.3,108.5144
510,2014,SC-20725,1241.212,114.8419
1899,2017,BP-11095,1238.784,228.63989999999998
2453,2017,TC-21295,1237.898,231.66469999999998
2493,2017,WB-21850,1237.733,401.5135000000001
1955,2017,CS-11845,1235.5020000000002,205.1851
875,2015,JL-15835,1233.6100000000001,252.88649999999998
1123,2015,SV-20815,1228.402,184.205
469,2014,RB-19465,1227.1380000000001,336.95799999999997
203,2014,FH-14275,1225.348,297.1684
589,2014,VW-21775,1222.47,-65.32379999999999
475,2014,RD-19585,1220.67,341.38239999999996
2038,2017,EJ-13720,1219.7920000000001,423.7296
517,2014,SG-20605,1218.7720000000002,274.84250000000003
494,2014,RS-19420,1217.3799999999999,318.929
2383,2017,SA-20830,1216.506,177.8512
1930,2017,CC-12670,1216.2435,114.3492
1764,2016,TB-21595,1212.8010000000002,-144.5844
2364,2017,RF-19735,1211.39,391.26270000000005
394,2014,MP-17470,1211.09,279.8571
667,2015,BP-11185,1210.433,66.76010000000002
363,2014,MC-17845,1208.5640000000003,395.75579999999997
1104,2015,SL-20155,1208.488,64.76970000000001
1933,2017,CD-12280,1205.584,233.0274
1757,2016,TB-21055,1204.865,268.15770000000003
1074,2015,RW-19540,1203.955,-74.20819999999999
541,2014,SV-20365,1200.47,-218.9346
801,2015,FM-14380,1200.112,17.476599999999983
193,2014,EK-13795,1198.33,70.49
2082,2017,GT-14710,1196.8519999999999,83.6012
1112,2015,SP-20860,1195.7659999999998,-65.0568
773,2015,EB-13870,1190.776,242.00900000000001
2005,2017,DO-13645,1190.6760000000002,267.2436
1805,2016,ZD-21925,1187.7440000000001,206.6645
1396,2016,ER-13855,1184.804,-300.3136
370,2014,ME-18010,1178.8,104.98920000000001
863,2015,JH-16180,1173.2920000000001,106.4104
2254,2017,MH-17620,1170.5639999999999,108.05359999999999
1452,2016,JD-16150,1167.6460000000002,272.1937
579,2014,TZ-21580,1167.296,132.29399999999998
798,2015,FH-14350,1167.246,365.92629999999997
1770,2016,TD-20995,1167.056,70.25280000000001
1380,2016,EG-13900,1165.3279999999997,46.3184
1291,2016,CK-12205,1163.489,-128.26240000000004
750,2015,DL-12925,1162.75,304.3824
2145,2017,JL-15130,1162.316,-218.57600000000002
1972,2017,DB-13060,1161.2879999999998,-231.05770000000004
1348,2016,DL-13495,1159.9,97.444
2303,2017,NL-18310,1158.882,282.4405
224,2014,GT-14635,1158.4479999999999,-292.18989999999997
2428,2017,SS-20140,1157.6200000000001,388.04229999999995
1683,2016,RD-19900,1154.2839999999999,177.10450000000003
2245,2017,MF-18250,1152.8700000000001,287.244
451,2014,PO-18865,1147.112,132.1794
416,2014,ND-18370,1145.836,47.608999999999995
336,2014,LH-16900,1145.21,282.0892
178,2014,EB-13705,1144.994,-127.3552
2014,2017,DV-13465,1143.2330000000002,151.6453
561,2014,TG-21640,1142.165,89.4226
1490,2016,JP-15460,1140.7919999999997,307.33899999999994
2332,2017,PO-18865,1139.462,238.0671
677,2015,BT-11680,1137.2600000000002,435.57880000000006
821,2015,GZ-14470,1136.48,126.311
1145,2015,TS-21160,1135.5140000000001,311.5446
1385,2016,EH-14125,1135.3909999999998,-71.64890000000003
1285,2016,CD-12790,1131.6,361.14200000000005
1288,2016,CH-12070,1127.976,126.8973
2204,2017,LC-16885,1124.4360000000001,-67.97160000000001
1941,2017,CL-11890,1121.722,353.0759
1800,2016,VW-21775,1121.156,-188.81279999999998
1558,2016,LW-17125,1120.73,165.8033
208,2014,FP-14320,1119.288,138.00140000000002
1747,2016,SV-20785,1119.1480000000001,76.94850000000001
827,2015,HG-15025,1117.92,55.896
1873,2017,BD-11725,1113.87,166.97480000000002
2309,2017,NR-18550,1111.698,48.0533
1970,2017,DB-12910,1111.507,280.91780000000006
666,2015,BP-11155,1109.95,431.9820000000001
1443,2016,IM-15070,1108.9759999999999,329.76199999999994
2418,2017,SM-20950,1108.02,442.28700000000003
5,2014,AB-10105,1107.66,498.5208
1858,2017,AT-10435,1107.6079999999997,96.1294
2058,2017,FH-14350,1104.038,340.3627000000001
2070,2017,GD-14590,1103.356,364.2328
2157,2017,JO-15145,1098.465,40.369699999999995
2295,2017,ND-18370,1094.8649999999998,-84.0269
724,2015,CY-12745,1094.704,107.00460000000001
1406,2016,FM-14380,1094.682,135.3114
2464,2017,TM-21490,1094.6779999999999,292.52099999999996
1241,2016,BH-11710,1094.25,428.92910000000006
943,2015,LT-17110,1093.0030000000002,76.2218
1438,2016,HW-14935,1091.58,200.2692
288,2014,JM-16195,1091.56,274.1517
2241,2017,MD-17860,1090.1260000000002,43.298100000000005
1781,2016,TS-21205,1085.688,104.7642
633,2015,AS-10090,1085.16,243.861
1468,2016,JH-16180,1083.1019999999999,-203.3634
756,2015,DM-13525,1082.15,167.111
2282,2017,MV-17485,1081.922,68.529
2013,2017,DV-13045,1081.8829999999998,-444.667
2337,2017,PS-18760,1079.9589999999998,-166.52079999999995
1482,2016,JM-15265,1077.17,306.5401
1538,2016,LC-17140,1075.058,235.3304
1008,2015,NM-18445,1075.03,333.4982
1520,2016,KL-16555,1069.4560000000001,50.1215
823,2015,HA-14920,1065.9199999999998,197.8395
803,2015,FP-14320,1061.328,-140.57780000000002
2438,2017,SW-20275,1058.7,100.28259999999999
2112,2017,JC-15385,1058.1080000000002,502.92440000000005
1483,2016,JM-15535,1057.059,232.1208
1653,2016,PM-18940,1056.86,158.529
591,2014,XP-21865,1054.794,202.31789999999995
1517,2016,KH-16360,1053.5720000000001,58.10940000000001
166,2014,DP-13165,1050.6,-41.93959999999999
1323,2016,DB-12910,1049.724,146.8282
1360,2016,DS-13180,1049.012,-46.92350000000001
2167,2017,JS-16030,1047.998,-766.5752999999999
1920,2017,CB-12025,1047.5800000000002,-239.45029999999997
615,2015,AG-10900,1046.6109999999999,18.827
2407,2017,SG-20470,1044.63,-295.9785
313,2014,KH-16630,1044.44,127.9659
1731,2016,SM-20905,1043.0410000000002,-237.2885
1746,2016,SV-20365,1041.212,39.6131
738,2015,DG-13300,1040.408,0.4155999999999942
2452,2017,TC-21145,1038.26,265.5332
795,2015,FA-14230,1037.3580000000002,224.76080000000005
1309,2016,CS-11950,1036.826,-131.01110000000003
1896,2017,BO-11350,1036.43,-79.59399999999998
653,2015,BF-11020,1035.8,269.308
1319,2016,CV-12805,1035.672,-35.09799999999999
1421,2016,GM-14680,1031.9879999999998,-121.9353
1534,2016,LC-16885,1031.268,147.49699999999999
2240,2017,MD-17350,1031.104,-194.54639999999998
882,2015,JO-15550,1026.548,154.2714
310,2014,KH-16330,1026.008,260.86719999999997
1780,2016,TS-21160,1025.6080000000002,-48.918800000000005
1735,2016,SP-20545,1024.6339999999998,-203.1552
1977,2017,DB-13405,1023.084,172.5842
668,2015,BP-11230,1022.97,-255.7425
525,2014,SM-20320,1022.7479999999999,21.3457
1148,2015,TS-21655,1022.364,-33.911400000000015
1012,2015,NP-18685,1022.09,449.4399
1528,2016,KT-16480,1020.8900000000001,19.605000000000004
972,2015,MM-17920,1018.1039999999999,-373.3048
1279,2016,CC-12430,1017.734,255.33220000000003
1628,2016,NP-18670,1015.5419999999999,246.6034
1021,2015,PC-19000,1011.6960000000001,-172.5108
1880,2017,BF-11020,1008.782,5.17610000000001
213,2014,GG-14650,1007.9359999999999,122.54350000000001
1428,2016,HA-14920,1007.4779999999998,-55.041499999999985
2147,2017,JL-15235,1007.232,88.1936
2022,2017,EB-13705,1007.164,10.598600000000006
1753,2016,SW-20455,1001.584,125.198
82,2014,BS-11755,1001.1460000000001,-330.53830000000005
87,2014,BT-11680,998.85,-199.77
1706,2016,SC-20095,996.8039999999999,196.3046
1026,2015,PJ-18835,994.57,382.0289
661,2015,BM-11650,994.4910000000001,181.4805
1287,2016,CG-12520,993.9000000000001,261.49559999999997
2258,2017,MJ-17740,993.156,403.7286
616,2015,AH-10030,991.26,136.55700000000002
2194,2017,KN-16390,987.99,10.248599999999989
1453,2016,JE-15475,985.6700000000001,185.40269999999998
1877,2017,BE-11455,979.626,-52.07
732,2015,DB-13615,979.1039999999999,342.0882
929,2015,LF-17185,976.347,146.2125
2489,2017,VP-21730,974.9019999999999,196.4588
2047,2017,EM-14140,972.0799999999999,76.7596
1163,2015,WB-21850,970.279,-87.06879999999998
1464,2016,JG-15310,969.9739999999998,-22.943800000000007
75,2014,BP-11095,969.468,131.7094
1727,2016,SJ-20500,968.4,253.8168
982,2015,MS-17710,968.3280000000001,299.8014
2381,2017,RW-19630,967.1899999999999,321.90639999999996
2413,2017,SJ-20215,964.7999999999998,-26.1789
1316,2016,CS-12505,964.7,-96.4515
247,2014,JA-15970,959.3169999999999,96.9338
1263,2016,BT-11680,959.282,176.507
2390,2017,SC-20260,946.788,200.25360000000003
1305,2016,CP-12340,944.818,242.84990000000002
344,2014,LS-16975,944.182,138.16150000000002
364,2014,MC-18100,943.76,-18.728500000000004
1903,2017,BP-11290,943.191,-182.99579999999997
1025,2015,PG-18895,942.7780000000001,174.731
1351,2016,DM-13345,942.242,-61.90270000000001
1947,2017,CM-12190,941.992,74.31580000000001
1676,2016,RC-19825,941.8489999999999,57.114599999999996
1705,2016,SC-20050,937.094,146.65290000000005
218,2014,GM-14455,935.5219999999999,316.16
1258,2016,BS-11755,933.95,82.9499
1364,2016,DW-13480,927.688,31.086399999999998
1792,2016,VB-21745,924.092,105.42080000000001
1980,2017,DB-13660,922.244,199.16819999999998
2054,2017,FC-14245,920.6179999999999,209.3884
2023,2017,EB-13750,919.2200000000001,-397.5139
1221,2016,AZ-10750,918.966,32.561499999999995
147,2014,DH-13675,917.8359999999999,87.78040000000001
1353,2016,DN-13690,915.1400000000001,222.39100000000002
1548,2016,LP-17095,914.612,79.3562
1671,2016,RB-19360,914.061,195.19959999999998
910,2015,KL-16645,913.5120000000001,252.5326
683,2015,CA-12265,912.75,118.6575
2140,2017,JK-15625,911.8199999999999,8.863000000000003
1616,2016,NB-18655,910.908,-157.9607
2410,2017,SH-19975,907.908,129.971
89,2014,BW-11200,907.328,87.452
781,2015,EH-14125,905.4619999999999,-117.86410000000001
1953,2017,CR-12730,904.9,253.372
349,2014,LT-17110,904.13,238.4038
330,2014,LC-17050,900.104,-128.089
867,2015,JK-15370,896.6479999999999,37.7803
2343,2017,QJ-19255,896.506,-99.70610000000002
159,2014,DM-12955,896.112,58.3968
2169,2017,JW-15955,895.318,170.8715
871,2015,JK-16090,893.09,228.89280000000002
1243,2016,BM-11140,892.944,118.92989999999999
1967,2017,CW-11905,892.26,309.7998
2454,2017,TC-21475,891.9479999999999,76.4676
2291,2017,NC-18340,891.53,216.59069999999997
2460,2017,TH-21115,891.504,-181.3609
1013,2015,NS-18640,891.409,151.6752
378,2014,MG-18145,890.841,-152.7156
2448,2017,TB-21400,890.2800000000001,218.54479999999998
2191,2017,KM-16375,887.29,-140.7026
432,2014,NZ-18565,886.28,248.02759999999998
390,2014,MM-18055,885.892,130.6836
1751,2016,SW-20275,885.5699999999999,221.8475
787,2015,EM-14095,885.526,192.672
1249,2016,BP-11050,885.1199999999999,183.09840000000003
619,2015,AH-10210,881.888,269.1484
1567,2016,MC-17590,880.45,379.01189999999997
2087,2017,HA-14905,879.256,-79.00120000000001
2175,2017,KB-16600,877.846,259.4078
960,2015,MG-17875,876.805,-499.0531
387,2014,ML-17410,876.7299999999999,254.2444
2415,2017,SK-19990,876.249,165.3565
2242,2017,ME-17320,874.4079999999999,74.0028
1612,2016,MY-17380,874.308,33.042699999999996
1431,2016,HG-14965,873.06,136.12980000000002
1939,2017,CK-12595,872.556,211.0996
1785,2016,TS-21655,870.04,364.8721
624,2015,AJ-10945,869.75,316.57620000000003
1712,2016,SC-20725,869.304,273.4026
2475,2017,TS-21505,868.9459999999999,-6.237599999999997
1537,2016,LC-17050,866.4,225.264
1135,2015,TG-21310,865.524,-198.32959999999997
146,2014,DH-13075,865.5,323.127
2104,2017,HZ-14950,864.6399999999999,-136.6784
2163,2017,JR-15700,863.88,107.985
2146,2017,JL-15175,860.5840000000001,110.48100000000001
2108,2017,JB-15400,854.3980000000001,251.1872
553,2014,TB-21520,854.0179999999999,-125.2318
1636,2016,ON-18715,853.448,-157.5314
1922,2017,CB-12535,853.2660000000001,341.5154
575,2014,TS-21610,853.092,-227.4912
2232,2017,MB-18085,849.043,67.4091
1725,2016,SJ-20125,848.3599999999999,266.52739999999994
137,2014,DB-13555,847.8860000000001,8.3461
1105,2015,SM-20320,847.404,-225.2828
2239,2017,MC-18100,845.862,26.669900000000005
2187,2017,KH-16690,845.8000000000001,217.9911
1411,2016,GB-14530,845.7339999999999,-77.5444
1286,2016,CG-12040,845.5579999999999,58.8768
1766,2016,TC-20980,844.1020000000001,364.97229999999996
1622,2016,NF-18385,842.394,-65.7868
1852,2017,AS-10090,841.36,-331.6378
2406,2017,SG-20080,839.43,218.2518
924,2015,LC-16870,838.982,107.63409999999999
2071,2017,GG-14650,838.4559999999999,-10.061699999999997
2170,2017,KA-16525,837.888,40.4966
2121,2017,JE-15715,836.0160000000001,60.346799999999995
1883,2017,BF-11215,835.702,328.5007
1578,2016,MG-17695,835.17,16.7034
1971,2017,DB-12970,832.96,65.27199999999999
2129,2017,JF-15565,831.368,-1.4836000000000027
2421,2017,SO-20335,828.056,201.23199999999997
2069,2017,GB-14575,824.28,295.0212
2294,2017,NC-18625,824.24,48.77759999999999
2281,2017,MT-18070,823.7249999999999,2.0524999999999984
182,2014,EB-14170,823.11,155.0189
1235,2016,BF-11020,822.564,20.3269
1086,2015,SC-20680,821.94,213.7044
2350,2017,RB-19435,821.89,362.5369
1247,2016,BN-11515,821.2239999999999,112.773
52,2014,BC-11125,818.596,38.1304
746,2015,DK-13090,818.37,173.7081
1802,2016,XP-21865,816.3820000000001,314.3624
880,2015,JM-16195,816.224,221.41809999999995
1832,2017,AH-10120,815.84,322.92789999999997
1597,2016,MO-17500,813.9639999999999,120.86439999999999
53,2014,BD-11500,813.174,309.07689999999997
774,2015,EB-14110,811.176,44.5512
815,2015,GM-14500,810.1859999999999,359.4497
788,2015,EM-14140,807.54,271.4153
937,2015,LR-17035,806.409,-142.9152
743,2015,DK-12835,805.808,368.8798
1631,2016,NR-18550,803.7040000000001,50.58540000000001
1266,2016,BW-11200,802.502,173.66209999999998
1280,2016,CC-12475,802.4359999999999,111.1228
1293,2016,CK-12595,802.4300000000001,322.0561
551,2014,TB-21280,801.514,200.1406
1927,2017,CC-12475,800.6020000000001,40.34419999999999
277,2014,JK-16120,799.92,239.976
1687,2016,RF-19840,799.56,264.1436
322,2014,KN-16705,797.25,186.0015
205,2014,FM-14215,797.1500000000001,228.77540000000002
791,2015,EP-13915,796.436,361.2026
2419,2017,SN-20560,792.4939999999999,-1130.4360000000001
2330,2017,PN-18775,791.9699999999999,48.3468
1974,2017,DB-13210,791.6700000000002,278.21
1838,2017,AJ-10780,789.366,208.0443
547,2014,TA-21385,787.8499999999999,180.42579999999998
1940,2017,CK-12760,787.837,-521.3892
769,2015,EA-14035,786.6800000000001,321.7404
1495,2016,JS-15595,783.96,78.396
1419,2016,GM-14455,782.944,102.51399999999998
2323,2017,PG-18895,780.25,219.79739999999998
2300,2017,NG-18430,779.16,28.271100000000004
36,2014,AR-10345,775.7280000000001,-242.43959999999998
1329,2016,DB-13615,774.1500000000001,22.730400000000003
1314,2016,CS-12400,773.1080000000001,-114.16999999999999
1418,2016,GM-14440,772.68,108.1752
1973,2017,DB-13120,771.54,-1136.718
811,2015,GH-14425,770.54,59.677000000000014
814,2015,GK-14620,770.2440000000001,86.6412
1121,2015,SV-20365,769.332,-191.64319999999998
2398,2017,SC-20770,769.09,-84.6347
210,2014,GA-14725,768.904,101.6851
549,2014,TB-21190,767.2139999999999,161.9674
1087,2015,SC-20695,766.89,222.92400000000004
2156,2017,JM-16195,765.8520000000001,235.10999999999999
489,2014,RM-19675,763.534,200.1136
1102,2015,SJ-20125,763.5079999999999,-65.81899999999999
2391,2017,SC-20305,762.8329999999999,98.60810000000001
2487,2017,VM-21685,762.1380000000001,67.4066
1463,2016,JG-15160,762.0300000000001,230.3589
1907,2017,BS-11800,760.8,116.94609999999999
947,2015,MC-17275,758.8840000000001,197.64950000000002
802,2015,FO-14305,756.664,18.9891
0,2014,AA-10315,756.048,280.705
747,2015,DK-13225,755.6560000000001,-340.00900000000007
962,2015,MG-18145,755.096,-137.481
1252,2016,BP-11185,754.0240000000002,-33.87559999999999
2173,2017,KB-16405,753.661,230.9146
18,2014,AG-10525,753.6460000000001,-93.52929999999999
1620,2016,NC-18625,752.4100000000001,-461.20000000000005
239,2014,HM-14860,751.886,-79.1232
226,2014,GW-14605,751.861,3.6348999999999947
2360,2017,RD-19810,750.7239999999999,195.04459999999997
2495,2017,YC-21895,750.68,37.534
1371,2016,EB-13750,748.48,139.81189999999998
163,2014,DN-13690,747.35,179.73250000000002
786,2015,EM-13960,747.164,51.9302
202,2014,FG-14260,746.1200000000001,314.3084
678,2015,BV-11245,744.353,82.2724
2479,2017,TT-21220,742.4939999999999,147.4606
11,2014,AC-10450,742.336,83.5128
2264,2017,ML-18040,742.082,138.71620000000001
1879,2017,BF-11005,739.7360000000001,71.97399999999999
1317,2016,CT-11995,739.2819999999999,-303.4562
1814,2017,AB-10255,738.674,197.65930000000003
542,2014,SV-20785,737.5029999999999,189.1428
1413,2016,GD-14590,737.394,-155.2983
273,2014,JK-15370,737.2,129.5495
1577,2016,MG-17650,736.586,204.85500000000002
586,2014,VP-21760,734.4839999999999,118.20510000000002
574,2014,TS-21505,732.312,87.4533
1689,2016,RH-19555,732.156,6.338100000000001
1061,2015,RH-19510,731.25,125.67059999999998
256,2014,JD-16150,730.8525,17.552400000000002
2144,2017,JK-16120,730.6439999999999,-273.7696
504,2014,SC-20260,729.808,96.7955
2324,2017,PH-18790,729.648,47.8878
1075,2015,SA-20830,729.4995,98.07960000000003
906,2015,KE-16420,728.748,235.63439999999997
2084,2017,GW-14605,721.7459999999999,-451.0883
242,2014,HR-14830,721.476,79.7394
2036,2017,EH-14125,720.248,265.6862
358,2014,MC-17425,719.9760000000001,134.9955
1465,2016,JG-15805,718.95,91.125
1516,2016,KH-16330,717.932,43.8932
684,2015,CA-12775,717.385,-101.2678
887,2015,JR-16210,717.12,152.388
745,2015,DK-12985,714.36,-76.4262
1680,2016,RD-19660,713.68,151.7726
2091,2017,HG-14845,713.316,127.412
1861,2017,AW-10930,711.36,87.21400000000001
466,2014,RA-19945,709.0425,-436.74309999999997
42,2014,AS-10090,707.962,129.5522
631,2015,AR-10540,707.6680000000001,247.28060000000002
10,2014,AC-10420,706.064,-14.6632
6,2014,AB-10150,705.5619999999999,261.1901
1449,2016,JC-15775,705.544,70.5544
874,2015,JL-15235,705.068,53.4716
2401,2017,SD-20485,703.758,-113.211
778,2015,EH-13765,702.74,224.8294
1905,2017,BS-11590,701.96,168.4704
612,2015,AG-10525,701.3919999999999,-59.232
2351,2017,RB-19465,700.69,179.7801
1358,2016,DR-12880,700.278,126.0635
1031,2015,PO-18850,698.5552,7.322599999999998
1681,2016,RD-19720,698.546,30.814600000000006
1885,2017,BG-11035,698.2359999999999,221.6708
216,2014,GK-14620,696.136,42.91140000000001
1767,2016,TC-21295,695.7,-27.828000000000003
2166,2017,JS-15685,693.7239999999999,45.120799999999996
1237,2016,BF-11215,692.94,173.235
1593,2016,MM-17260,692.502,166.50560000000002
1101,2015,SH-20635,692.472,190.4298
2314,2017,OT-18730,692.19,175.5507
2329,2017,PM-19135,691.144,69.5932
731,2015,DB-13405,688.608,266.325
1315,2016,CS-12490,687.7945000000001,-244.7341
833,2015,HR-14770,687.4,48.118
856,2015,JF-15565,684.802,147.349
1136,2015,TG-21640,683.6759999999999,191.8707
701,2015,CK-12595,682.3740000000001,-36.678599999999996
2177,2017,KC-16675,681.1959999999999,155.9134
2260,2017,MK-18160,678.74,209.0348
934,2015,LM-17065,676.766,-142.5256
232,2014,HF-14995,676.58,132.9564
1149,2015,TT-21070,676.318,205.1445
71,2014,BM-11785,675.608,114.1048
1410,2016,GA-14515,675.408,53.5572
2483,2017,VB-21745,674.32,181.2066
581,2014,VF-21715,673.588,-158.7628
345,2014,LS-17200,672.4520000000001,167.72580000000002
599,2015,AB-10105,671.002,-142.6601
467,2014,RB-19330,670.3779999999999,-90.1
1128,2015,TB-21250,668.104,318.536
2437,2017,SW-20245,668.062,-64.21180000000001
447,2014,PK-19075,665.88,13.3176
841,2015,JB-16045,665.88,106.5408
1754,2016,SW-20755,663.9639999999999,48.5239
171,2014,DV-13465,663.75,9.7164
1581,2016,MH-17290,661.917,57.208200000000005
1386,2016,EH-14185,661.008,209.2734
1191,2016,AH-10120,660.538,-299.32890000000003
601,2015,AB-10165,660.2700000000001,80.15190000000001
1367,2016,Dl-13600,658.7460000000001,146.388
2236,2017,MC-17605,658.404,121.67999999999999
983,2015,MS-17770,657.4159999999999,209.3335
1655,2016,PN-18775,656.0300000000001,137.22899999999998
2461,2017,TH-21235,655.145,24.702499999999993
1601,2016,MP-18175,654.899,-295.63910000000004
1919,2017,CA-12775,651.67,192.29299999999998
2208,2017,LE-16810,650.69,-10.232099999999999
840,2015,JB-15925,650.2920000000001,-359.55620000000005
2217,2017,LR-16915,649.0,-272.58
2180,2017,KD-16615,648.582,198.9213
21,2014,AH-10030,648.286,188.2822
1840,2017,AJ-10945,648.0740000000001,167.93859999999998
507,2014,SC-20575,647.84,32.391999999999996
1555,2016,LT-17110,647.417,28.3716
1472,2016,JK-15370,646.534,83.4932
151,2014,DK-12985,646.2,-8.0775
1227,2016,BD-11620,645.352,19.924200000000006
864,2015,JJ-15445,645.2280000000001,181.84980000000002
2024,2017,EB-13840,643.52,81.7
1783,2016,TS-21505,642.016,-69.8378
1541,2016,LE-16810,641.96,179.7488
2447,2017,TB-21355,640.1460000000001,206.5741
1373,2016,EB-13870,639.9719999999999,84.0702
2369,2017,RM-19375,637.1800000000001,196.316
2056,2017,FG-14260,637.024,80.4313
949,2015,MC-17575,633.822,62.77290000000001
2234,2017,MC-17575,633.777,138.72650000000002
1525,2016,KM-16720,633.04,54.91219999999999
97,2014,CC-12220,632.7059999999999,12.408
1015,2015,NZ-18565,632.148,82.6192
896,2015,KB-16315,627.5719999999999,-18.21040000000002
529,2014,SP-20620,626.394,67.44579999999999
192,2014,EJ-14155,626.352,-23.4882
748,2015,DK-13375,626.3100000000001,-96.1742
2066,2017,GA-14515,624.2040000000001,139.0838
1055,2015,RD-19930,623.96,38.9975
556,2014,TC-20980,622.318,178.65519999999998
1211,2016,AS-10090,620.8280000000001,22.761999999999997
100,2014,CC-12670,619.848,11.2614
2035,2017,EH-14005,619.722,144.6836
1226,2016,BD-11605,619.596,124.5025
1020,2015,PB-19150,618.6659999999999,157.6696
31,2014,AJ-10960,618.608,57.66009999999999
441,2014,PF-19165,617.7,-407.68199999999996
340,2014,LM-17065,616.14,76.1052
1069,2015,RP-19270,615.0932,-50.0307
1932,2017,CD-11980,614.982,-214.4622
1867,2017,BD-11320,613.8639999999999,197.77870000000001
308,2014,KE-16420,613.77,161.6322
70,2014,BM-11650,613.4130000000001,81.64519999999999
1160,2015,VS-21820,610.3069999999999,-176.59189999999998
1036,2015,PS-18760,610.156,-113.0912
1056,2015,RE-19450,610.03,211.0331
696,2015,CD-12790,609.4359999999999,2.528
433,2014,ON-18715,609.056,182.8244
347,2014,LS-17245,608.952,230.60219999999998
2375,2017,RR-19315,608.552,-77.3036
13,2014,AD-10180,606.438,-6.5949
24,2014,AH-10210,606.3199999999999,87.19
1860,2017,AW-10840,606.232,79.2698
2101,2017,HR-14770,605.9480000000001,135.85760000000002
309,2014,KF-16285,604.9920000000001,82.5252
1829,2017,AG-10900,604.9100000000001,-71.97149999999999
435,2014,PB-19105,604.656,204.0714
886,2015,JR-15670,604.098,-785.1644999999999
900,2015,KC-16255,602.24,279.993
2076,2017,GM-14440,601.692,36.31119999999999
794,2015,ES-14080,599.9,-27.1642
1964,2017,CT-11995,599.422,159.26149999999998
2089,2017,HE-14800,598.95,161.25309999999996
2199,2017,KW-16435,598.818,123.12389999999999
735,2015,DC-13285,598.352,55.74700000000001
2016,2017,DW-13480,598.3100000000001,162.9957
199,2014,ES-14080,598.1439999999999,133.7632
1590,2016,ML-17395,595.97,192.1898
2109,2017,JB-16000,595.6528000000001,111.09100000000001
392,2014,MN-17935,595.3760000000001,31.1684
2067,2017,GA-14725,593.558,23.482399999999995
759,2015,DP-13000,593.1600000000001,260.7338
327,2014,LB-16795,592.568,-21.541600000000003
654,2015,BF-11170,590.552,136.8364
669,2015,BS-11380,590.352,206.6232
1918,2017,CA-12310,590.0840000000001,142.9274
2279,2017,MS-17980,588.008,-20.3828
1696,2016,RP-19855,586.78,143.0498
1888,2017,BH-11710,583.774,132.2084
2085,2017,GZ-14470,582.1899999999999,259.103
1871,2017,BD-11620,582.0699999999999,78.0919
1837,2017,AI-10855,581.634,77.2804
1959,2017,CS-12250,580.7120000000001,174.25510000000003
1234,2016,BF-11005,579.568,-365.72369999999995
1078,2015,SC-20020,577.5840000000001,43.3188
1835,2017,AH-10465,577.4900000000001,147.7357
869,2015,JK-15640,574.992,181.0364
2174,2017,KB-16585,574.52,240.98909999999998
506,2014,SC-20380,574.194,-61.157700000000006
1399,2016,FA-14230,574.056,39.804100000000005
1342,2016,DK-13090,573.741,-38.3121
1346,2016,DL-13315,573.604,206.5908
1692,2016,RM-19375,570.55,162.046
2189,2017,KL-16645,570.388,161.711
188,2014,EH-14005,570.336,-248.77119999999996
1146,2015,TS-21340,569.9720000000001,92.7164
831,2015,HM-14980,569.336,73.9472
2321,2017,PF-19225,569.222,78.0395
855,2015,JF-15490,569.196,-103.54080000000002
1456,2016,JE-15745,568.87,126.16890000000001
2231,2017,MB-17305,566.6959999999999,65.5441
1341,2016,DK-12835,565.4899999999999,185.33499999999998
725,2015,Co-12640,564.768,44.0292
1172,2016,AB-10015,563.9399999999999,116.868
1957,2017,CS-11950,561.5379999999999,76.19380000000001
197,2014,EP-13915,559.992,174.9975
1140,2015,TN-21040,559.93,167.979
1563,2016,MB-18085,559.652,45.512600000000006
1958,2017,CS-12175,559.138,-3.306000000000001
2098,2017,HM-14860,558.4319999999999,-16.543900000000008
822,2015,HA-14905,556.0260000000001,111.2865
1769,2016,TC-21535,554.9860000000001,161.5238
459,2014,PV-18985,554.1660000000002,-4.5604
1493,2016,JR-15670,552.56,0.0
1752,2016,SW-20350,552.2299999999999,146.0883
371,2014,MF-17665,551.985,-459.9875
1962,2017,CS-12460,550.6440000000001,156.2593
1550,2016,LR-17035,547.997,-387.67589999999996
1733,2016,SN-20560,547.97,229.0057
1887,2017,BG-11740,546.6800000000001,41.754900000000006
1664,2016,PV-18985,544.02,155.6056
130,2014,Co-12640,543.428,142.41100000000003
1058,2015,RF-19735,541.89,187.09349999999998
757,2015,DO-13435,539.8655,-136.09279999999998
227,2014,GZ-14470,539.21,50.4306
